,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
22,Shot Chart Detail,0021900037,37,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,11,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-14,148,1,1,20191027,MEM,BKN
23,Shot Chart Detail,0021900037,45,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,78,247,1,0,20191027,MEM,BKN
24,Shot Chart Detail,0021900037,205,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,11,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-92,186,1,0,20191027,MEM,BKN
25,Shot Chart Detail,0021900037,227,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,45,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-3,1,1,20191027,MEM,BKN
26,Shot Chart Detail,0021900037,287,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,20,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,1,20191027,MEM,BKN
27,Shot Chart Detail,0021900037,393,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,17,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,62,116,1,1,20191027,MEM,BKN
28,Shot Chart Detail,0021900037,395,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,51,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,11,1,0,20191027,MEM,BKN
29,Shot Chart Detail,0021900037,443,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-70,73,1,0,20191027,MEM,BKN
30,Shot Chart Detail,0021900037,597,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,8,1,1,20191027,MEM,BKN
31,Shot Chart Detail,0021900037,603,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,0,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,3,1,1,20191027,MEM,BKN
32,Shot Chart Detail,0021900037,615,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,10,4,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-67,64,1,0,20191027,MEM,BKN
33,Shot Chart Detail,0021900037,617,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,10,1,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191027,MEM,BKN
34,Shot Chart Detail,0021900037,635,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,14,1,1,20191027,MEM,BKN
35,Shot Chart Detail,0021900037,637,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-63,248,1,1,20191027,MEM,BKN
36,Shot Chart Detail,0021900037,702,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,10,1,1,20191027,MEM,BKN
37,Shot Chart Detail,0021900037,713,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,16,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,3,1,1,20191027,MEM,BKN
38,Shot Chart Detail,0021900037,721,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,21,1,0,20191027,MEM,BKN
39,Shot Chart Detail,0021900037,744,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,6,1,1,20191027,MEM,BKN
40,Shot Chart Detail,0021900037,763,1629630,Ja Morant,1610612763,Memphis Grizzlies,5,4,22,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-101,46,1,1,20191027,MEM,BKN
41,Shot Chart Detail,0021900037,785,1629630,Ja Morant,1610612763,Memphis Grizzlies,5,2,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,1,1,0,20191027,MEM,BKN
42,Shot Chart Detail,0021900037,820,1629630,Ja Morant,1610612763,Memphis Grizzlies,5,0,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,11,34,1,0,20191027,MEM,BKN
43,Shot Chart Detail,0021900054,13,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,22,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,40,1,0,20191029,LAL,MEM
44,Shot Chart Detail,0021900054,48,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,116,266,1,0,20191029,LAL,MEM
45,Shot Chart Detail,0021900054,208,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,41,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,7,89,1,0,20191029,LAL,MEM
46,Shot Chart Detail,0021900054,229,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,7,43,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-13,85,1,1,20191029,LAL,MEM
47,Shot Chart Detail,0021900054,290,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,50,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,25,1,0,20191029,LAL,MEM
48,Shot Chart Detail,0021900054,377,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,22,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,11,1,1,20191029,LAL,MEM
49,Shot Chart Detail,0021900054,381,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,32,1,0,20191029,LAL,MEM
50,Shot Chart Detail,0021900054,403,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,92,243,1,0,20191029,LAL,MEM
51,Shot Chart Detail,0021900054,420,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,2,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-68,79,1,1,20191029,LAL,MEM
52,Shot Chart Detail,0021900054,566,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,54,1,1,20191029,LAL,MEM
53,Shot Chart Detail,0021900054,609,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,21,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,84,75,1,0,20191029,LAL,MEM
54,Shot Chart Detail,0021900054,613,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,8,1,1,20191029,LAL,MEM
55,Shot Chart Detail,0021900054,635,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,28,1,1,20191029,LAL,MEM
56,Shot Chart Detail,0021900081,21,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,2,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,8,1,1,20191102,MEM,PHX
57,Shot Chart Detail,0021900081,28,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,136,207,1,0,20191102,MEM,PHX
58,Shot Chart Detail,0021900081,160,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,0,34,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-60,100,1,0,20191102,MEM,PHX
59,Shot Chart Detail,0021900081,196,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,5,190,1,0,20191102,MEM,PHX
60,Shot Chart Detail,0021900081,200,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,102,151,1,0,20191102,MEM,PHX
61,Shot Chart Detail,0021900081,412,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,55,106,1,0,20191102,MEM,PHX
62,Shot Chart Detail,0021900081,416,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,109,262,1,1,20191102,MEM,PHX
63,Shot Chart Detail,0021900081,528,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,0,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,14,1,1,20191102,MEM,PHX
64,Shot Chart Detail,0021900081,531,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,0,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20191102,MEM,PHX
65,Shot Chart Detail,0021900081,587,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,0,0,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,27,1,0,20191102,MEM,PHX
66,Shot Chart Detail,0021900081,570,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,71,67,1,1,20191102,MEM,PHX
67,Shot Chart Detail,0021900081,584,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,161,195,1,1,20191102,MEM,PHX
68,Shot Chart Detail,0021900081,593,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20191102,MEM,PHX
69,Shot Chart Detail,0021900081,646,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,0,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,14,1,1,20191102,MEM,PHX
70,Shot Chart Detail,0021900081,668,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,5,1,1,20191102,MEM,PHX
71,Shot Chart Detail,0021900081,685,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,23,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,6,1,0,20191102,MEM,PHX
72,Shot Chart Detail,0021900093,9,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,24,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,34,1,0,20191104,MEM,HOU
73,Shot Chart Detail,0021900093,23,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,53,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-53,79,1,1,20191104,MEM,HOU
74,Shot Chart Detail,0021900093,37,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,12,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,5,1,1,20191104,MEM,HOU
75,Shot Chart Detail,0021900093,61,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,53,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191104,MEM,HOU
76,Shot Chart Detail,0021900093,74,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,13,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,55,101,1,0,20191104,MEM,HOU
77,Shot Chart Detail,0021900093,178,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,0,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,131,211,1,1,20191104,MEM,HOU
78,Shot Chart Detail,0021900093,216,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20191104,MEM,HOU
79,Shot Chart Detail,0021900093,387,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-99,148,1,1,20191104,MEM,HOU
80,Shot Chart Detail,0021900093,418,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,1,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,0,20191104,MEM,HOU
81,Shot Chart Detail,0021900093,422,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,10,1,1,20191104,MEM,HOU
82,Shot Chart Detail,0021900093,522,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,0,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-9,267,1,0,20191104,MEM,HOU
83,Shot Chart Detail,0021900093,541,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,38,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,84,6,1,0,20191104,MEM,HOU
84,Shot Chart Detail,0021900093,573,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20191104,MEM,HOU
85,Shot Chart Detail,0021900093,645,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,5,21,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,0,1,1,20191104,MEM,HOU
86,Shot Chart Detail,0021900093,654,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,34,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-40,67,1,1,20191104,MEM,HOU
87,Shot Chart Detail,0021900093,671,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,6,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,0,20191104,MEM,HOU
88,Shot Chart Detail,0021900108,13,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,0,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,73,45,1,0,20191106,MEM,MIN
89,Shot Chart Detail,0021900108,26,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,55,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,6,1,1,20191106,MEM,MIN
90,Shot Chart Detail,0021900108,28,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-44,152,1,0,20191106,MEM,MIN
91,Shot Chart Detail,0021900108,352,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,1,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,8,1,1,20191106,MEM,MIN
92,Shot Chart Detail,0021900108,361,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,10,1,0,20191106,MEM,MIN
93,Shot Chart Detail,0021900108,393,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,54,Missed Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,42,1,0,20191106,MEM,MIN
94,Shot Chart Detail,0021900108,413,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,58,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,16,1,0,20191106,MEM,MIN
95,Shot Chart Detail,0021900108,436,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,28,1,1,20191106,MEM,MIN
96,Shot Chart Detail,0021900108,465,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,24,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-33,75,1,0,20191106,MEM,MIN
97,Shot Chart Detail,0021900108,591,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,44,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,3,126,1,0,20191106,MEM,MIN
98,Shot Chart Detail,0021900108,593,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,32,1,1,20191106,MEM,MIN
99,Shot Chart Detail,0021900108,596,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,12,1,0,20191106,MEM,MIN
100,Shot Chart Detail,0021900108,598,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,54,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191106,MEM,MIN
101,Shot Chart Detail,0021900108,605,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,38,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20191106,MEM,MIN
102,Shot Chart Detail,0021900108,675,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,21,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,70,127,1,1,20191106,MEM,MIN
103,Shot Chart Detail,0021900108,677,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,48,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,86,38,1,1,20191106,MEM,MIN
104,Shot Chart Detail,0021900108,694,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,27,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,44,1,0,20191106,MEM,MIN
105,Shot Chart Detail,0021900108,699,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-29,63,1,1,20191106,MEM,MIN
106,Shot Chart Detail,0021900108,729,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,28,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,10,1,1,20191106,MEM,MIN
107,Shot Chart Detail,0021900117,7,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,39,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,42,1,0,20191108,ORL,MEM
